intron	logef	Ficedula_albicollis	F1_hybrid	deltapsi
chrN00001:12468540:12469748:clu_100_+	-0.706220459133069	0.995827198395826	0.98308583785526	-0.0127413605405651
chrN00001:12468540:12469809:clu_100_+	0.706220459133069	0.00417280160417443	0.0169141621447395	0.0127413605405651
chrN00001:12469904:12471544:clu_101_+	0.429152176369355	0.911460942035741	0.932097305024267	0.0206363629885257
chrN00001:12469904:12511500:clu_101_+	0.285401800420277	0.0697531633559724	0.0617813085008295	-0.00797185485514294
chrN00001:12509279:12511500:clu_101_+	-0.714553976789632	0.0187858946082863	0.00612138647490364	-0.0126645081333827
chrN00001:14428211:14428683:clu_113_+	-0.449229761805676	0.0338426965038085	0.0140627539498104	-0.0197799425539981
chrN00001:14428211:14428692:clu_113_+	0.449229761805676	0.966157303496191	0.98593724605019	0.0197799425539983
chrN00001:15394444:15478601:clu_120_+	-0.324409468893234	0.208842912858681	0.172605547610734	-0.0362373652479471
chrN00001:15394444:15526015:clu_120_+	-0.215658256037099	0.696587943111162	0.641861036210532	-0.0547269069006302
chrN00001:15478642:15526015:clu_120_+	0.540067724930333	0.0945691440301565	0.185533416178734	0.0909642721485773
chrN00001:15592652:15593410:clu_122_+	0.246029180316509	0.311149670225616	0.328758483353014	0.0176088131273985
chrN00001:15592652:15600955:clu_122_+	-0.425668773600713	0.0219193446393235	0.0118309732794813	-0.0100883713598422
chrN00001:15593568:15600955:clu_122_+	0.179639593284204	0.666930985135061	0.659410543367505	-0.00752044176755629
chrN00001:15797491:15808823:clu_124_+	-0.167261686743987	0.335526634335592	0.37984152820112	0.0443148938655284
chrN00001:15808848:15812631:clu_124_+	1.28180104054799	0.0244850027882119	0.118058034428932	0.0935730316407202
chrN00001:15808960:15812631:clu_124_+	-0.898809896848023	0.3524466861076	0.191982447784873	-0.160464238322727
chrN00001:15816458:15818266:clu_124_+	-0.215729456955985	0.287541676768596	0.310117989585075	0.0225763128164782
chrN00001:15909926:15910812:clu_126_+	0.138784592825896	0.664793113341159	0.723581498375406	0.0587883850342467
chrN00001:15909926:15910815:clu_126_+	-0.138784592825896	0.335206886658841	0.276418501624594	-0.0587883850342465
chrN00001:15921358:15921908:clu_127_+	0.226258045660403	0.0112955846432444	0.0243170792438187	0.0130214946005743
chrN00001:15921358:15924026:clu_127_+	-0.587967960132159	0.966999393821986	0.922178592484766	-0.0448208013372198
chrN00001:15922028:15924026:clu_127_+	0.361709914471756	0.0217050215347694	0.0535043282714149	0.0317993067366455
chrN00001:15934479:15935789:clu_128_+	-1.0656940026219	0.983456236080278	0.95170704754762	-0.0317491885326575
chrN00001:15934479:15938063:clu_128_+	2.13138730199994	0.00142194271770562	0.0336593028780554	0.0322373601603498
chrN00001:15936593:15938063:clu_128_+	-1.06569329937803	0.0151218212020169	0.0146336495743245	-0.000488171627692352
chrN00001:15964359:15974443:clu_129_+	-0.770930786299108	0.96581560773425	0.858068841178808	-0.107746766555442
chrN00001:15964359:15974553:clu_129_+	0.770930786299108	0.0341843922657496	0.141931158821192	0.107746766555443
chrN00001:15974697:15977100:clu_130_+	0.506160404078935	0.0495484220551586	0.125464943753012	0.0759165216978533
chrN00001:15974713:15977100:clu_130_+	-0.506160404078935	0.950451577944841	0.874535056246988	-0.0759165216978533
chrN00001:15994661:15996474:clu_131_+	-1.01702207840056	0.994063473042508	0.956337974130357	-0.0377254989121509
chrN00001:15996224:15996474:clu_131_+	1.01702207840056	0.00593652695749205	0.0436620258696429	0.0377254989121509
chrN00001:15993514:15993936:clu_132_+	-0.0422507948270348	0.099073415982926	0.0917823357372542	-0.00729108024567181
chrN00001:15993525:15993936:clu_132_+	0.0422507948270348	0.900926584017074	0.908217664262746	0.00729108024567182
chrN00001:15994017:15994249:clu_133_+	-0.159947990754498	0.97545907891718	0.966517298243877	-0.00894178067330254
chrN00001:15994017:15994268:clu_133_+	0.159947990754498	0.02454092108282	0.0334827017561225	0.00894178067330247
chrN00001:16052017:16052137:clu_134_+	-0.118481686221414	0.11389101910419	0.0920747503271286	-0.0218162687770614
chrN00001:16052017:16052164:clu_134_+	0.118481686221414	0.88610898089581	0.907925249672871	0.0218162687770616
chrN00001:16259734:16260892:clu_141_+	-9.46982586836984	0.0373122647446395	2.30664060466863e-10	-0.0373122645139755
chrN00001:16259734:16261676:clu_141_+	9.46982586836984	0.96268773525536	0.999999999769336	0.0373122645139756
chrN00001:16493982:16494320:clu_147_+	0.0660524250328425	0.077063007356829	0.0869996034892502	0.0099365961324212
chrN00001:16493982:16495057:clu_147_+	-0.0660524250328425	0.922936992643171	0.91300039651075	-0.00993659613242126
chrN00001:16684268:16685912:clu_148_+	0.0861310987655878	0.65850725088071	0.696124677250496	0.0376174263697865
chrN00001:16686251:16686874:clu_148_+	-0.0861310987655878	0.34149274911929	0.303875322749504	-0.0376174263697866
chrN00001:16687084:16688416:clu_149_+	-1.5432895081898	0.997948916225275	0.956923866957849	-0.0410250492674259
chrN00001:16688091:16688416:clu_149_+	1.5432895081898	0.00205108377472541	0.0430761330421513	0.0410250492674258
chrN00001:18479784:18480329:clu_157_+	-0.426668887510253	0.130245257983727	0.0599664814936966	-0.0702787764900306
chrN00001:18479847:18480329:clu_157_+	0.426668887510253	0.869754742016273	0.940033518506303	0.0702787764900307
chrN00001:18481864:18486392:clu_158_+	0.288273148706446	0.147645142166872	0.190579019772812	0.0429338776059401
chrN00001:18481864:18486410:clu_158_+	0.0113386268309489	0.758081292872108	0.741823473420131	-0.0162578194519767
chrN00001:18481864:18486413:clu_158_+	-0.299611775537394	0.09427356496102	0.0675975068070566	-0.0266760581539634
chrN00001:18486531:18491167:clu_159_+	-0.377394935524651	0.0445164569732497	0.0430875710263815	-0.00142888594686822
chrN00001:18486531:18491170:clu_159_+	1.13218741848052	0.00940854021661184	0.0412056673663315	0.0317971271497196
chrN00001:18486531:18493300:clu_159_+	-0.377396241194401	0.852847864756077	0.825472139210343	-0.027375725545734
chrN00001:18491247:18493300:clu_159_+	-0.377396241761469	0.0932271380540615	0.0902346223969441	-0.00299251565711744
chrN00001:18494015:18496154:clu_160_+	0.176175717015018	0.621028720398131	0.699783756364807	0.0787550359666767
chrN00001:18494015:18496157:clu_160_+	-0.176175717015018	0.378971279601869	0.300216243635193	-0.0787550359666767
chrN00001:18502648:18503347:clu_161_+	-0.062058250014572	0.146847970441703	0.0979854239719624	-0.048862546469741
chrN00001:18502691:18503347:clu_161_+	0.411978839474869	0.83127885320885	0.891070266776202	0.0597914135673525
chrN00001:18502691:18503352:clu_161_+	-0.349920589460297	0.0218731763494466	0.0109443092518351	-0.0109288670976115
chrN00001:3076765:3077948:clu_17_+	-0.243775751239549	0.93596013176051	0.899755923039129	-0.0362042087213805
chrN00001:3076765:3078025:clu_17_+	0.243775751239549	0.0640398682394902	0.100244076960871	0.0362042087213805
chrN00001:19544992:19548289:clu_174_+	-0.229544743802967	0.534602663188698	0.508626656889871	-0.0259760062988267
chrN00001:19544992:19553923:clu_174_+	0.547209234507015	0.0717588600367536	0.148451126370465	0.0766922663337118
chrN00001:19548399:19553923:clu_174_+	-0.317664490704048	0.393638476774549	0.342922216739664	-0.0507162600348851
chrN00001:19554036:19557382:clu_175_+	-5.90016195339638	0.024504366992285	1.88452767381312e-07	-0.0245041785395176
chrN00001:19554036:19557406:clu_175_+	5.90016195339638	0.975495633007715	0.999999811547233	0.0245041785395176
chrN00001:19560699:19564932:clu_176_+	0.0588513496348977	0.409941977910759	0.438684528864608	0.0287425509538481
chrN00001:19560699:19564935:clu_176_+	-0.0588513496348977	0.590058022089241	0.561315471135392	-0.028742550953848
chrN00001:19578417:19579145:clu_178_+	0.0863588645536002	0.0134185682581552	0.0239996717297937	0.0105811034716385
chrN00001:19578448:19579145:clu_178_+	-0.523290961898546	0.975799698532481	0.948619932373727	-0.0271797661587548
chrN00001:19578448:19579148:clu_178_+	0.436932097344946	0.0107817332093633	0.0273803958964796	0.0165986626871164
chrN00001:3107693:3109244:clu_18_+	0.143201008515612	0.977751813587453	0.983199400691115	0.00544758710366178
chrN00001:3107693:3109338:clu_18_+	-0.143201008515612	0.022248186412547	0.0168005993088852	-0.00544758710366183
chrN00001:19632701:19634351:clu_182_+	-0.255531023403854	0.196868977176251	0.133009840673979	-0.0638591365022719
chrN00001:19632701:19635366:clu_182_+	0.289728766523882	0.589003028530757	0.686479122959471	0.0974760944287133
chrN00001:19634589:19635366:clu_182_+	-0.0341977431200283	0.214127994292991	0.18051103636655	-0.0336169579264413
chrN00001:19635471:19635754:clu_183_+	5.41025385073819	0.063333052608795	0.0619070002250627	-0.00142605238373222
chrN00001:19635471:19636399:clu_183_+	5.51172733823227	0.867095990261041	0.938092994285374	0.0709970040243332
chrN00001:19635907:19636399:clu_183_+	-10.9219811889705	0.0695709571301637	5.48956285935418e-09	-0.0695709516406009
chrN00001:19637320:19637454:clu_184_+	-0.259365090517456	0.274382910157523	0.191821108757899	-0.0825618013996246
chrN00001:19637320:19638462:clu_184_+	0.115308378678646	0.532775890401421	0.541754494144492	0.00897860374307091
chrN00001:19637320:19638531:clu_184_+	-0.355161089622961	0.0136712287414501	0.00868446791434111	-0.004986760827109
chrN00001:19637580:19638462:clu_184_+	-0.041311336460773	0.0305954282785791	0.0266008441043423	-0.00399458417423682
chrN00001:19637619:19638462:clu_184_+	0.540529137922544	0.148574542421026	0.231139085078926	0.0825645426578995
chrN00001:19638642:19642150:clu_185_+	-0.0516827513871761	0.23518529235845	0.222054563937869	-0.0131307284205811
chrN00001:19638642:19643838:clu_185_+	-0.0278880170646152	0.414347927438943	0.400634769587888	-0.0137131578510547
chrN00001:19642296:19643838:clu_185_+	0.0795707684517913	0.350466780202607	0.377310666474243	0.0268438862716358
chrN00001:20230224:20301319:clu_190_+	0.367492118511335	0.14795233971343	0.265852555389091	0.117900215675661
chrN00001:20294268:20301319:clu_190_+	-0.367492118511335	0.85204766028657	0.734147444610909	-0.117900215675661
chrN00001:20388206:20389789:clu_193_+	0.533880898208514	0.512514136927921	0.47543067123071	-0.0370834656972105
chrN00001:20388206:20390073:clu_193_+	-1.22869149900663	0.00709518312788871	0.00112945644914978	-0.00596572667873893
chrN00001:20389827:20390073:clu_193_+	0.694810600798113	0.48039067994419	0.52343987232014	0.0430491923759494
chrN00001:20390138:20393457:clu_194_+	-0.376613461165002	0.0163537233358271	0.00776727966367897	-0.00858644367214814
chrN00001:20390138:20393481:clu_194_+	0.376613461165002	0.983646276664173	0.992232720336321	0.00858644367214823
chrN00001:21364080:21367418:clu_209_+	-0.00641186206776128	0.200617723391184	0.202593729067524	0.00197600567633957
chrN00001:21364080:21374602:clu_209_+	-0.214393613011639	0.0432077260321461	0.0354399242096227	-0.00776780182252344
chrN00001:21364080:21378748:clu_209_+	-0.621194204687109	0.028854448159182	0.0157569767630365	-0.0130974713961455
chrN00001:21367477:21367578:clu_209_+	-0.11595256990051	0.245881513906846	0.222540804724225	-0.0233407091826204
chrN00001:21367477:21378748:clu_209_+	1.26294126034004	0.00297334141817356	0.0106850002799583	0.00771165886178472
chrN00001:21367625:21374602:clu_209_+	-0.0315125440354077	0.194603423966195	0.191648793801546	-0.0029546301646495
chrN00001:21367625:21378748:clu_209_+	-0.684739179121133	0.111599402930669	0.0571906142465619	-0.0544087886841072
chrN00001:21374652:21378748:clu_209_+	0.411262712483525	0.172262420195604	0.264144156907526	0.0918817367119219
chrN00001:3529416:3531873:clu_21_+	0.160563818911867	0.977924988039474	0.98389064054088	0.00596565250140657
chrN00001:3529416:3531899:clu_21_+	-0.160563818911867	0.022075011960526	0.0161093594591196	-0.00596565250140647
chrN00001:22287720:22290843:clu_214_+	10.843882631216	0.32678004140959	0.447053951641085	0.120273910231495
chrN00001:22287720:22293901:clu_214_+	10.5077853402648	0.565644466506422	0.552946048358914	-0.0126984181475078
chrN00001:22291857:22293901:clu_214_+	-21.3516679714808	0.107575492083989	1.53273751551173e-15	-0.107575492083987
chrN00001:22295082:22302132:clu_215_+	-0.1413536387188	0.0523275690161382	0.0399562857585248	-0.0123712832576133
chrN00001:22295413:22302132:clu_215_+	0.1413536387188	0.947672430983862	0.960043714241475	0.0123712832576134
chrN00001:22437652:22437760:clu_218_+	0.2891227183833	0.0688083002831278	0.0985670115261122	0.0297587112429844
chrN00001:22437652:22439634:clu_218_+	-0.193089682986633	0.0675859603459837	0.0597757540777263	-0.00781020626825746
chrN00001:22437845:22439634:clu_218_+	-0.0960330353966663	0.863605739370889	0.841657234396161	-0.0219485049747271
chrN00001:3532025:3536604:clu_22_+	-0.798071230464191	0.997194461278944	0.986308686014478	-0.0108857752644661
chrN00001:3535452:3536604:clu_22_+	0.798071230464191	0.00280553872105594	0.013691313985522	0.0108857752644661
chrN00001:24893141:24894400:clu_232_+	-0.299030349159585	0.408505597951097	0.392849844419256	-0.0156557535318413
chrN00001:24893141:24894413:clu_232_+	-0.166431894711826	0.0543343323015221	0.0596608841056085	0.00532655180408647
chrN00001:24893141:24894423:clu_232_+	-0.292781234370804	0.0025391283991834	0.00245712466931084	-8.20037298725589e-05
chrN00001:24893141:24895563:clu_232_+	1.05829137160457	0.0113189469328473	0.0422972303601119	0.0309782834272645
chrN00001:24894500:24895563:clu_232_+	-0.300047893362353	0.52330199441535	0.502734916445713	-0.0205670779696372
chrN00001:24902106:24903317:clu_233_+	0.470122735532425	0.925438131841688	0.966039979153462	0.0406018473117734
chrN00001:24902106:24903320:clu_233_+	-0.549349241981755	0.0567205564501905	0.021361765247765	-0.0353587912024255
chrN00001:24902106:24903539:clu_233_+	0.0792265064493304	0.0178413117081212	0.0125982555987733	-0.00524305610934786
chrN00001:24903500:24905014:clu_234_+	-0.37143223213386	0.991180745580906	0.9816408083076	-0.00953993727330682
chrN00001:24903587:24905014:clu_234_+	0.37143223213386	0.00881925441909366	0.0183591916924004	0.00953993727330678
chrN00001:25006341:25009977:clu_237_+	-0.399936173850095	0.981754938614176	0.96028781356939	-0.0214671250447857
chrN00001:25006341:25010007:clu_237_+	0.399936173850095	0.0182450613858244	0.03971218643061	0.0214671250447856
chrN00001:25024835:25034895:clu_239_+	-0.0411063948364991	0.43840275790048	0.435960315794064	-0.00244244210641581
chrN00001:25024835:25042060:clu_239_+	0.0817828534752394	0.0411338399117901	0.0462533355103618	0.00511949559857167
chrN00001:25035143:25042060:clu_239_+	-0.0406764586387403	0.52046340218773	0.517786348695574	-0.00267705349215586
chrN00001:25060258:25060746:clu_240_+	0.544846984199651	0.984429276549233	0.994708582151782	0.010279305602549
chrN00001:25060271:25060746:clu_240_+	-0.544846984199651	0.0155707234507668	0.00529141784821794	-0.0102793056025488
chrN00001:25060829:25061043:clu_241_+	-0.0253941882895449	0.536153946807364	0.551619592040304	0.01546564523294
chrN00001:25060829:25061235:clu_241_+	0.115570657297869	0.00494866087813788	0.00586216615158823	0.000913505273450349
chrN00001:25061106:25061235:clu_241_+	-0.0901764690083236	0.458897392314498	0.442518241808107	-0.0163791505063904
chrN00001:25061277:25062526:clu_242_+	-0.211851152847427	0.422218295291812	0.421941112649905	-0.000277182641907237
chrN00001:25061277:25063380:clu_242_+	1.14955105707652	0.00166762820447026	0.00650224747888821	0.00483461927441795
chrN00001:25062644:25063380:clu_242_+	-0.209114379003948	0.561934476241445	0.563104554070874	0.00117007782942935
chrN00001:25062644:25063387:clu_242_+	-0.728585525225147	0.0141796002622725	0.0084520858003325	-0.00572751446194001
chrN00001:25339862:25340154:clu_245_+	-0.27065959468205	0.551982159553007	0.466911939234134	-0.0850702203188726
chrN00001:25339862:25343567:clu_245_+	0.246126396736264	0.085087008678816	0.120673107970462	0.0355860992916457
chrN00001:25340329:25343567:clu_245_+	0.0245331979457858	0.362930831768177	0.412414952795404	0.049484121027227
chrN00001:150275:151103:clu_253_-	-0.0302229781143484	0.528483010114904	0.513399182585555	-0.0150838275293492
chrN00001:151211:151547:clu_253_-	0.0302229781143484	0.471516989885096	0.486600817414445	0.0150838275293493
chrN00001:147622:150099:clu_255_-	0.296852896201554	0.938069194381815	0.955420830822641	0.0173516364408263
chrN00001:147633:150099:clu_255_-	-0.587200820741772	0.03059847578381	0.0128741917704706	-0.0177242840133394
chrN00001:148573:150099:clu_255_-	0.290347924540219	0.0313323298343747	0.031704977406888	0.000372647572513242
chrN00001:170209:170604:clu_258_-	-0.238092252457077	0.416420468594289	0.343535614388075	-0.0728848542062142
chrN00001:170209:172577:clu_258_-	0.204820501968972	0.123138888501032	0.15819381257058	0.0350549240695488
chrN00001:170731:172577:clu_258_-	0.0332717504881045	0.460440642904679	0.498270573041345	0.0378299301366654
chrN00001:173126:175337:clu_259_-	0.140255694773759	0.220604893105596	0.280241058530683	0.0596361654250869
chrN00001:173126:175586:clu_259_-	-0.62733068132736	0.476768017219978	0.281102825111794	-0.195665192108184
chrN00001:175451:175586:clu_259_-	-0.235999151406647	0.178083598899896	0.155287015767857	-0.0227965831320385
chrN00001:175454:175586:clu_259_-	0.723074137960248	0.12454349077453	0.283369100589666	0.158825609815135
chrN00001:241289:245008:clu_261_-	0.137477017043865	0.445772271083796	0.531453279006528	0.0856810079227318
chrN00001:241289:246316:clu_261_-	0.0774970843255728	0.0142616428353116	0.0160129977638271	0.00175135492851553
chrN00001:245080:246316:clu_261_-	-0.214974101369438	0.539966086080892	0.452533723229645	-0.0874323628512473
chrN00001:580339:582081:clu_265_-	0.506391141682181	0.239206216092773	0.395740992004374	0.156534775911601
chrN00001:580339:582739:clu_265_-	-0.366508378728502	0.314397160551708	0.217280997823526	-0.0971161627281822
chrN00001:582287:582739:clu_265_-	-0.139882762953679	0.44639662335552	0.386978010172101	-0.0594186131834191
chrN00001:705214:706266:clu_268_-	-0.422885322482724	0.549332709593786	0.480663121413495	-0.0686695881802908
chrN00001:706382:708715:clu_268_-	-0.218102937652252	0.426452375514151	0.457943332877284	0.0314909573631336
chrN00001:706382:708720:clu_268_-	0.640988260134976	0.0242149148920635	0.0613935457092208	0.0371786308171573
