gene	exons
ENSFALG00000000461	E001,E002,E003,E004,E005,E006,E007,E008,E010,E011,E012,E014,E015,E016,E018
ENSFALG00000000462	E001,E002,E004,E005
ENSFALG00000000464	E001,E005,E006,E010
ENSFALG00000000465	E001,E002,E003
ENSFALG00000000466	E008
ENSFALG00000000467	E001,E002,E004,E008,E009,E010,E011,E012,E013
ENSFALG00000000470	E005
ENSFALG00000000472	E001,E002,E003,E004,E005
ENSFALG00000000474	E001
ENSFALG00000000478	E002,E003,E005,E006,E011,E012,E013,E014,E015,E016
ENSFALG00000000479	E002,E009,E013,E014,E016,E019
ENSFALG00000000481	E001,E003,E004
ENSFALG00000000485	E006,E007,E010,E011,E012
ENSFALG00000000486	E005,E006
ENSFALG00000000487	E001,E003,E011,E013
ENSFALG00000000488	E001,E002,E003
ENSFALG00000000489	E009
ENSFALG00000000491	E001,E002,E004,E005,E006,E008,E009
ENSFALG00000000492	E001,E002,E003
ENSFALG00000000495	E001
ENSFALG00000000497	E008,E011
ENSFALG00000000499	E001,E003,E004,E007
ENSFALG00000000500	E037,E041,E043,E044
ENSFALG00000000503	E001,E002,E003,E004
ENSFALG00000000504	E001,E002,E003,E004,E005,E006,E007
ENSFALG00000000505	E001,E002,E003,E004,E005,E006,E007
ENSFALG00000000506	E001,E004,E005,E006,E008,E009,E010,E011,E013,E015,E018
ENSFALG00000000507	E001,E002,E003,E005,E006
ENSFALG00000000508	E002,E003,E005,E006
ENSFALG00000000511	E001,E002,E004,E005,E008,E011,E012
ENSFALG00000000512	E001,E003,E004,E005,E006,E007,E008,E009,E010
ENSFALG00000000513	E001,E002,E003,E005,E007,E008,E011,E016,E022
ENSFALG00000000514	E004,E006,E007,E011
ENSFALG00000000518	E001,E002,E003,E004
ENSFALG00000000519	E001,E002,E003,E004,E005,E006,E008
ENSFALG00000000520	E001,E002,E003,E004,E005
ENSFALG00000000521	E002
ENSFALG00000000522	E002,E003,E007,E008,E009
ENSFALG00000000523	E001,E002,E003,E004,E005,E006,E007,E009,E010,E011,E013
ENSFALG00000000524	E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012
ENSFALG00000000525	E010
ENSFALG00000000529	E001,E002,E003,E004,E005,E006,E007,E008,E010,E011
ENSFALG00000000530	E001,E002,E003,E004,E006
ENSFALG00000000535	E001,E003,E009,E011
ENSFALG00000000538	E003
ENSFALG00000000541	E001,E002,E003,E004,E008,E015,E016
ENSFALG00000000542	E009
ENSFALG00000000543	E001,E002,E003,E004,E006,E007,E008,E009,E011,E012,E013,E014,E015
ENSFALG00000000545	E002,E003,E005,E007,E008,E009,E010
ENSFALG00000000546	E001,E004,E018
ENSFALG00000000548	E001,E024
ENSFALG00000000553	E001,E002,E003,E005,E006,E009,E010,E011,E012,E013,E014
ENSFALG00000000554	E001,E002,E003
ENSFALG00000000555	E014,E017,E018,E019
ENSFALG00000000557	E006,E008,E009,E010,E013,E014
ENSFALG00000000558	E001,E002,E005
ENSFALG00000000559	E002,E005,E006,E008,E009,E010,E013,E014,E016,E017,E018,E019,E020,E021,E022,E023,E024,E025,E026,E030,E031,E033,E034,E039,E040,E044,E045,E047,E048,E049,E051,E052,E056,E060,E065,E067,E073,E077,E079,E083,E085,E086,E090,E091,E092,E094,E095,E097,E098,E114,E117,E121,E122,E126,E131,E140,E145
ENSFALG00000000560	E001,E002,E003,E005,E006,E009,E010
ENSFALG00000000563	E001
ENSFALG00000000564	E002,E006,E007,E008,E009,E010,E012,E013,E014,E015
ENSFALG00000000567	E001,E002,E003,E004,E013,E014,E017
ENSFALG00000000568	E001,E002,E003,E004,E007,E008,E009,E010,E011,E013
ENSFALG00000000569	E002,E003,E006,E014,E016,E018,E020,E021,E022
ENSFALG00000000570	E001,E010
ENSFALG00000000571	E001,E003,E004,E005,E006,E007,E008,E009,E010
ENSFALG00000000572	E004
ENSFALG00000000575	E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E014,E015,E016,E017
ENSFALG00000000580	E002,E012,E013,E015
ENSFALG00000000582	E002,E004,E005
ENSFALG00000000583	E001,E002,E003,E005,E006,E007,E008
ENSFALG00000000590	E001,E003,E005,E013,E016,E029,E030,E046,E048,E049,E050,E056,E069,E073,E074,E077,E078,E084,E085,E088
ENSFALG00000000591	E002,E005,E007,E008,E013,E014,E015
ENSFALG00000000592	E002,E003,E004,E005,E007,E008,E009,E010,E011,E012,E013
ENSFALG00000000596	E001,E006,E009,E010,E011
ENSFALG00000000598	E001,E005,E008
ENSFALG00000000599	E001,E002,E007,E008,E009,E010,E011,E012,E013
ENSFALG00000000600	E001,E002,E004,E008
ENSFALG00000000601	E001,E002,E004,E005,E006,E010,E011,E012,E013
ENSFALG00000000602	E001,E002,E003,E004,E005,E006
ENSFALG00000000606	E001,E002,E003,E004
ENSFALG00000000607	E004,E005,E010,E011,E012
ENSFALG00000000609	E002,E003,E005,E006
ENSFALG00000000610	E001,E002,E006,E009,E011,E012,E013,E014
ENSFALG00000000611	E001,E002,E004,E005,E006,E009,E010
ENSFALG00000000613	E001,E002,E006,E007,E008,E009,E010,E011,E012
ENSFALG00000000615	E001,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E014,E015
ENSFALG00000000616	E001,E004,E005,E007,E008,E010,E011,E012,E013,E018
ENSFALG00000000617	E006
ENSFALG00000000618	E001,E003,E004,E007
ENSFALG00000000621	E001,E002,E003,E009,E010,E015,E016,E017,E018,E020,E024,E026,E027,E028,E029,E030
ENSFALG00000000622	E001,E002,E003,E005,E006
ENSFALG00000000625	E001,E003
ENSFALG00000000626	E001,E005,E011
ENSFALG00000000628	E001,E002,E003,E004,E005,E006,E007
ENSFALG00000000630	E001
ENSFALG00000000631	E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E014,E015,E016,E017,E018,E019,E021,E022,E023,E024,E025,E027,E028
ENSFALG00000000633	E003,E008
ENSFALG00000000635	E001,E006,E007,E008
ENSFALG00000000636	E014
ENSFALG00000000637	E009,E013,E014,E015,E017,E019,E020,E021
ENSFALG00000000638	E001,E002,E003,E004,E005,E007,E008
ENSFALG00000000639	E001,E003,E005,E006,E008,E009,E010,E011,E013,E014,E017
ENSFALG00000000642	E001,E003,E004,E005,E006,E007,E008
ENSFALG00000000643	E001
ENSFALG00000000644	E001,E002
ENSFALG00000000649	E001
ENSFALG00000000651	E001,E002,E003,E004
ENSFALG00000000653	E001,E004,E005,E006,E007,E010,E011
ENSFALG00000000656	E001,E002,E003,E008,E010,E011,E021,E022,E025
ENSFALG00000000660	E001,E004,E006,E007,E008,E009,E011,E016
ENSFALG00000000663	E001,E002,E006,E008,E009,E011
ENSFALG00000000666	E003,E004,E005,E006,E010,E011
ENSFALG00000000667	E001,E002,E003,E005,E006,E007,E008,E009,E010,E012,E013,E014,E015,E016,E018,E019
ENSFALG00000000670	E001,E002,E004,E005
ENSFALG00000000673	E001,E003,E005
ENSFALG00000000674	E002,E003,E005,E007,E008,E009,E010,E011,E013,E014,E017,E020,E021,E022,E025,E027,E029
ENSFALG00000000675	E001,E002,E003
ENSFALG00000000677	E003,E006,E007,E008,E009,E010,E011,E012,E013,E014,E017,E018,E020,E021,E022,E023,E024
ENSFALG00000000681	E001,E012,E014
ENSFALG00000000682	E001,E003,E004,E006,E008,E009,E010,E012,E016
ENSFALG00000000683	E001,E004,E005,E008,E009,E010,E011
ENSFALG00000000685	E001,E017,E018
ENSFALG00000000688	E001
ENSFALG00000000689	E001,E002,E003,E005,E007,E009
ENSFALG00000000691	E002,E005,E006,E007,E009,E012,E013,E014,E015,E016,E017,E018,E022,E023,E024,E025
ENSFALG00000000692	E003,E004,E005,E006,E007,E008
ENSFALG00000000695	E002,E003,E004,E005,E006,E007,E008,E009,E010
ENSFALG00000000696	E021,E030
ENSFALG00000000698	E001,E106
ENSFALG00000000700	E001,E002,E008,E020
ENSFALG00000000705	E001,E004,E006,E011,E016
ENSFALG00000000706	E003,E004,E005,E006,E007,E008,E009,E010,E012,E013
ENSFALG00000000707	E001
ENSFALG00000000708	E001,E008,E009,E010,E011,E012
ENSFALG00000000709	E001,E002,E003,E005,E007,E008,E009,E010,E011,E012,E014,E015
ENSFALG00000000711	E005,E006,E007,E008,E011
ENSFALG00000000712	E007,E023
ENSFALG00000000715	E002,E003,E004,E011,E015,E016,E018,E019,E020,E021,E024
ENSFALG00000000716	E001,E003
ENSFALG00000000717	E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E014
ENSFALG00000000718	E001,E016
ENSFALG00000000719	E001,E002,E003,E004
ENSFALG00000000720	E002,E003,E004,E005,E006,E007
ENSFALG00000000721	E001,E003,E004,E006,E009,E012,E013,E014,E019,E021
ENSFALG00000000722	E001,E022
ENSFALG00000000723	E002,E018,E022,E025
ENSFALG00000000724	E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E017,E018,E019
ENSFALG00000000727	E001,E005,E006,E007,E009,E011,E036,E040
ENSFALG00000000729	E002,E003,E004,E006,E007,E008,E009,E010
ENSFALG00000000731	E001,E002,E003,E004,E008,E009,E010
ENSFALG00000000732	E001,E002,E003,E004,E005,E006
ENSFALG00000000734	E002,E004,E006,E007,E008,E011,E013,E019,E021,E024,E026,E028
ENSFALG00000000735	E001
ENSFALG00000000736	E002
ENSFALG00000000738	E001,E003,E006,E007,E008,E010,E013
ENSFALG00000000739	E006,E007,E008,E011,E012,E013,E014
ENSFALG00000000740	E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E018,E019,E020
ENSFALG00000000742	E001,E002,E003,E004,E005,E006
ENSFALG00000000748	E001,E002,E003,E010,E011,E012,E013,E014,E016
ENSFALG00000000750	E001
ENSFALG00000000754	E002
ENSFALG00000000756	E002,E015,E016,E018,E019,E022,E023
ENSFALG00000000757	E005,E006,E007,E008,E009,E010
ENSFALG00000000759	E008
ENSFALG00000000761	E004,E005,E006,E007,E009,E013,E014,E015,E016,E017,E018,E019,E020,E022,E023
ENSFALG00000000762	E001,E002,E003,E004,E005,E008,E009,E010,E015,E020,E021,E031,E032,E033,E035,E036,E037,E038,E039,E043,E044,E045,E046,E059,E060,E061,E062
ENSFALG00000000766	E002,E003,E004,E005,E009,E010,E011,E012,E013,E014,E015,E016,E019,E020,E021,E022,E023
ENSFALG00000000768	E002,E003,E005
ENSFALG00000000769	E003,E005,E006,E007,E008,E010,E011,E012,E013,E014,E018,E020,E021,E022,E023,E024
ENSFALG00000000770	E023
ENSFALG00000000771	E002
ENSFALG00000000772	E002,E003,E004,E005
ENSFALG00000000773	E001,E007,E008,E009,E013,E016,E017,E022
ENSFALG00000000774	E001,E002,E008,E011,E013
ENSFALG00000000775	E025,E026
ENSFALG00000000776	E002,E004,E006
ENSFALG00000000778	E001,E002,E003,E004,E005,E007,E008,E009,E010,E011,E012
ENSFALG00000000779	E001,E003,E004,E005,E006,E007,E008
ENSFALG00000000780	E001,E003,E008,E010,E012,E015,E018,E021,E023,E024,E026,E030,E031,E032
ENSFALG00000000781	E003,E004,E005,E006,E007,E008,E009,E011,E012,E013,E014,E015,E016
ENSFALG00000000782	E001
ENSFALG00000000784	E002,E003,E004,E005
ENSFALG00000000785	E002,E003,E004,E005,E006,E007,E010,E012,E013
ENSFALG00000000786	E005
ENSFALG00000000788	E001,E002,E003,E007,E008,E009,E011
ENSFALG00000000789	E004,E008,E009,E010,E020,E021,E024,E025,E026,E027,E028,E029,E030,E031
ENSFALG00000000790	E002,E004,E005,E009,E011,E012,E013,E014,E015,E016,E017,E018,E019,E021,E022,E023,E024,E031,E034,E037,E038,E039,E041,E049,E052
ENSFALG00000000792	E001,E002,E003,E004,E007,E010,E012,E015,E018
ENSFALG00000000795	E001,E008
ENSFALG00000000796	E001,E009,E010,E011,E013
ENSFALG00000000797	E004,E005,E012,E017,E018
ENSFALG00000000798	E001,E004,E005,E015,E018,E019
ENSFALG00000000804	E002,E003,E004,E005,E006,E008,E009,E010,E011,E012,E013,E015,E016,E017,E018,E019,E020,E021,E022
ENSFALG00000000807	E001,E019,E020
ENSFALG00000000808	E002,E003,E004,E017
ENSFALG00000000809	E038
ENSFALG00000000810	E001,E006,E007,E008,E011,E012,E013,E014,E015,E016,E017,E018,E019,E021,E022,E023
ENSFALG00000000812	E001,E002,E005
ENSFALG00000000816	E001,E002,E006,E007,E009,E013,E017,E018,E019,E020,E026,E027,E029,E033,E034,E035,E036,E037,E038,E039,E040,E041,E042
ENSFALG00000000820	E001,E002,E003
ENSFALG00000000821	E003,E014,E022,E025,E029,E033,E037,E038,E039
ENSFALG00000000824	E010,E011
ENSFALG00000000827	E001,E002,E003,E004,E005,E009,E011,E014,E016,E017,E019
ENSFALG00000000832	E001,E002,E004,E005
ENSFALG00000000833	E001,E002,E003,E004,E005,E006,E007,E008,E010
ENSFALG00000000834	E001,E002,E011,E014
ENSFALG00000000835	E004,E008,E011
ENSFALG00000000837	E001,E018,E021,E023,E024,E025
ENSFALG00000000839	E013
ENSFALG00000000840	E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E013,E014
ENSFALG00000000841	E002,E003,E004,E005,E006,E007,E008,E009,E010
ENSFALG00000000843	E001,E002,E003,E004,E005
ENSFALG00000000845	E001,E004,E009
ENSFALG00000000846	E001,E002,E005,E008,E010,E011,E013,E015,E016
ENSFALG00000000847	E005,E006,E008,E011,E012,E016,E017,E018,E020
ENSFALG00000000848	E001,E003,E004,E009,E013,E014,E015,E016,E018,E021
ENSFALG00000000852	E001,E002
ENSFALG00000000853	E001,E003,E006,E007
ENSFALG00000000854	E003
ENSFALG00000000855	E001
ENSFALG00000000856	E001,E002,E003,E004,E006,E009,E011,E012,E014,E015
ENSFALG00000000859	E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E014
