groupID	featureID
ENSFALG00000025818	E010
ENSFALG00000025818	E013
ENSFALG00000025869	E001
ENSFALG00000025869	E002
ENSFALG00000025900	E003
ENSFALG00000025919	E002
ENSFALG00000025933	E007
ENSFALG00000025933	E009
ENSFALG00000026069	E002
ENSFALG00000026081	E001
ENSFALG00000026102	E006
ENSFALG00000026105	E001
ENSFALG00000026105	E008
ENSFALG00000026113	E015
ENSFALG00000026131	E001
ENSFALG00000026131	E002
ENSFALG00000026134	E001
ENSFALG00000026134	E003
ENSFALG00000026134	E006
ENSFALG00000026179	E003
ENSFALG00000026215	E007
ENSFALG00000026289	E020
ENSFALG00000026501	E001
ENSFALG00000026512	E003
ENSFALG00000026512	E004
ENSFALG00000026527	E002
ENSFALG00000026527	E010
ENSFALG00000026557	E013
ENSFALG00000026613	E002
ENSFALG00000026613	E003
ENSFALG00000026613	E004
ENSFALG00000026708	E002
ENSFALG00000026790	E002
ENSFALG00000026812	E003
ENSFALG00000026812	E006
ENSFALG00000026904	E004
ENSFALG00000026931	E001
ENSFALG00000026931	E002
ENSFALG00000026966	E002
ENSFALG00000026966	E012
ENSFALG00000026966	E013
ENSFALG00000026985	E001
ENSFALG00000026985	E002
ENSFALG00000026985	E003
ENSFALG00000027003	E015
ENSFALG00000027050	E004
ENSFALG00000027091	E001
ENSFALG00000027091	E002
ENSFALG00000027093	E005
ENSFALG00000027102	E007
ENSFALG00000027111	E001
ENSFALG00000027134	E001
ENSFALG00000027134	E005
ENSFALG00000027137	E001
ENSFALG00000027215	E006
ENSFALG00000027226	E008
ENSFALG00000027304	E001
ENSFALG00000027304	E002
ENSFALG00000027304	E003
ENSFALG00000027423	E008
ENSFALG00000027430	E003
ENSFALG00000027450	E002
ENSFALG00000027451	E001
ENSFALG00000027451	E002
ENSFALG00000027484	E001
ENSFALG00000027484	E002
ENSFALG00000027551	E002
ENSFALG00000027574	E003
ENSFALG00000027613	E001
ENSFALG00000027613	E004
ENSFALG00000027663	E001
ENSFALG00000027663	E003
ENSFALG00000027689	E001
ENSFALG00000027689	E002
ENSFALG00000027689	E003
ENSFALG00000027893	E001
ENSFALG00000027893	E002
ENSFALG00000027933	E001
ENSFALG00000027933	E003
ENSFALG00000027935	E009
ENSFALG00000027955	E001
ENSFALG00000028071	E001
ENSFALG00000028083	E004
ENSFALG00000028083	E006
ENSFALG00000028158	E010
ENSFALG00000028158	E011
ENSFALG00000028224	E009
ENSFALG00000028257	E004
ENSFALG00000028272	E001
ENSFALG00000028278	E003
ENSFALG00000028322	E001
ENSFALG00000028322	E011
ENSFALG00000028328	E005
ENSFALG00000028331	E001
ENSFALG00000028331	E006
ENSFALG00000028383	E001
ENSFALG00000028383	E002
ENSFALG00000028427	E001
ENSFALG00000028427	E002
ENSFALG00000028605	E001
ENSFALG00000028676	E002
ENSFALG00000028740	E006
ENSFALG00000028742	E003
ENSFALG00000028823	E008
ENSFALG00000028863	E003
ENSFALG00000028863	E006
ENSFALG00000028920	E001
ENSFALG00000028924	E003
ENSFALG00000028924	E004
ENSFALG00000028937	E001
ENSFALG00000028937	E003
