intron	logef	Ficedula_hypoleuca	F1_hybrid	deltapsi
chrN00001:12468540:12469748:clu_100_+	-0.946323875236058	0.997378037427385	0.982851696813992	-0.0145263406133929
chrN00001:12468540:12469809:clu_100_+	0.946323875236058	0.00262196257261485	0.0171483031860078	0.0145263406133929
chrN00001:12469904:12471544:clu_101_+	-0.676180282480751	0.982658018455061	0.936121973832569	-0.0465360446224918
chrN00001:12469904:12511500:clu_101_+	0.676180282480751	0.0173419815449389	0.0638780261674308	0.0465360446224919
chrN00001:15592652:15593410:clu_122_+	0.0282291751773811	0.318990590603419	0.331378663225994	0.0123880726225753
chrN00001:15593568:15600955:clu_122_+	-0.0282291751773811	0.681009409396581	0.668621336774006	-0.0123880726225752
chrN00001:15797491:15808823:clu_124_+	0.0152706399778537	0.312396086409415	0.379487344620454	0.0670912582110383
chrN00001:15808848:15812631:clu_124_+	0.814470985421688	0.0437069196777519	0.118067457921506	0.0743605382437539
chrN00001:15808960:15812631:clu_124_+	-0.942928913067011	0.412240393101477	0.192088549866721	-0.220151843234756
chrN00001:15816458:15818266:clu_124_+	0.113187287667469	0.231656600811356	0.310356647591319	0.0787000467799636
chrN00001:15909926:15910812:clu_126_+	0.140776369779922	0.664450642204492	0.724070681633428	0.0596200394289357
chrN00001:15909926:15910815:clu_126_+	-0.140776369779922	0.335549357795508	0.275929318366572	-0.0596200394289357
chrN00001:15921358:15921908:clu_127_+	-0.783747131806186	0.044638868389114	0.0210516773378939	-0.0235871910512202
chrN00001:15921358:15924026:clu_127_+	-0.0400441684884801	0.932498554557464	0.925140702893366	-0.00735785166409719
chrN00001:15922028:15924026:clu_127_+	0.823791300294666	0.0228625770534223	0.0538076197687398	0.0309450427153175
chrN00001:15934479:15935789:clu_128_+	-0.0599926757863889	0.95724000563105	0.950982509596909	-0.00625749603414105
chrN00001:15934479:15938063:clu_128_+	0.207704848212596	0.0260174669406096	0.0337812921664715	0.00776382522586186
chrN00001:15936593:15938063:clu_128_+	-0.147712172426208	0.0167425274283407	0.0152361982366198	-0.0015063291917209
chrN00001:15964359:15974443:clu_129_+	-0.69154478654419	0.960395957425721	0.858795894337463	-0.101600063088258
chrN00001:15964359:15974553:clu_129_+	0.69154478654419	0.0396040425742788	0.141204105662537	0.101600063088258
chrN00001:15974697:15977100:clu_130_+	0.556172299752117	0.0458825774759108	0.12759899635382	0.0817164188779092
chrN00001:15974713:15977100:clu_130_+	-0.556172299752117	0.954117422524089	0.87240100364618	-0.0817164188779094
chrN00001:15994661:15996474:clu_131_+	0.588130297494073	0.888561306139743	0.962758885803822	0.0741975796640787
chrN00001:15996224:15996474:clu_131_+	-0.588130297494073	0.111438693860257	0.0372411141961779	-0.0741975796640787
chrN00001:15993514:15993936:clu_132_+	-0.126111679077614	0.115073306922348	0.0917744520100206	-0.0232988549123271
chrN00001:15993525:15993936:clu_132_+	0.126111679077614	0.884926693077652	0.908225547989979	0.0232988549123272
chrN00001:15994017:15994249:clu_133_+	-0.444257546298604	0.988114557902548	0.971583831233195	-0.0165307266693525
chrN00001:15994017:15994268:clu_133_+	0.444257546298604	0.0118854420974522	0.0284161687668047	0.0165307266693524
chrN00001:16052017:16052137:clu_134_+	-0.27201499382795	0.148591942591229	0.0919781330714144	-0.0566138095198143
chrN00001:16052017:16052164:clu_134_+	0.27201499382795	0.851408057408771	0.908021866928586	0.0566138095198143
chrN00001:16493982:16494320:clu_147_+	0.141932692346353	0.0643363336336304	0.0836876288124552	0.0193512951788248
chrN00001:16493982:16495057:clu_147_+	-0.141932692346353	0.93566366636637	0.916312371187545	-0.0193512951788247
chrN00001:16684268:16685912:clu_148_+	0.231775528492044	0.619105997008928	0.695029591270845	0.075923594261917
chrN00001:16684268:16686874:clu_148_+	-0.125821676130736	0.00493528759150089	0.00387479077323352	-0.00106049681826737
chrN00001:16686251:16686874:clu_148_+	-0.105953852361309	0.375958715399571	0.301095617955922	-0.0748630974436494
chrN00001:16687084:16688416:clu_149_+	-0.617694449648652	0.987215256356269	0.95735428189486	-0.0298609744614095
chrN00001:16688091:16688416:clu_149_+	0.617694449648652	0.012784743643731	0.0426457181051404	0.0298609744614094
chrN00001:18479784:18480329:clu_157_+	-0.382473928703628	0.123655463745676	0.0616177156852871	-0.0620377480603893
chrN00001:18479847:18480329:clu_157_+	0.382473928703628	0.876344536254324	0.938382284314713	0.0620377480603893
chrN00001:18481864:18486392:clu_158_+	0.0101404716413543	0.236670245680737	0.191484167850392	-0.0451860778303454
chrN00001:18481864:18486410:clu_158_+	0.379089148661775	0.628405542727036	0.735294964304991	0.106889421577956
chrN00001:18481864:18486413:clu_158_+	-0.389229620303129	0.134924211592227	0.0732208678446168	-0.0617033437476102
chrN00001:18486531:18491167:clu_159_+	-0.741960103411906	0.102419026358853	0.0464726706440623	-0.0559463557147903
chrN00001:18486531:18491170:clu_159_+	1.2949281361383	0.0111999528370816	0.038962113255128	0.0277621604180464
chrN00001:18486531:18493300:clu_159_+	0.188992083258274	0.7347066848043	0.845742931569856	0.111036246765556
chrN00001:18491247:18493300:clu_159_+	-0.741960115984664	0.151674335999766	0.0688222845309538	-0.082852051468812
chrN00001:18494015:18496154:clu_160_+	0.16138271726415	0.620371319107008	0.692937822999172	0.0725665038921633
chrN00001:18494015:18496157:clu_160_+	-0.16138271726415	0.379628680892992	0.307062177000828	-0.0725665038921633
chrN00001:18502648:18503347:clu_161_+	-0.132198582100107	0.138720259999809	0.105510152856743	-0.0332101071430665
chrN00001:18502691:18503347:clu_161_+	0.182964058264874	0.846116159679717	0.881977981772325	0.0358618220926079
chrN00001:18502691:18503352:clu_161_+	-0.0507654761647671	0.0151635803204739	0.0125118653709325	-0.00265171494954141
chrN00001:3076765:3077948:clu_17_+	-0.199186812975636	0.92867223838238	0.897347770130341	-0.0313244682520389
chrN00001:3076765:3078025:clu_17_+	0.199186812975636	0.07132776161762	0.102652229869659	0.031324468252039
chrN00001:19544992:19548289:clu_174_+	-0.177886448726649	0.508996797087416	0.508894263501918	-0.000102533585497278
chrN00001:19544992:19553923:clu_174_+	0.558894394088765	0.0710579072000947	0.148424219117712	0.0773663119176169
chrN00001:19548399:19553923:clu_174_+	-0.381007945362116	0.41994529571249	0.34268151738037	-0.0772637783321197
chrN00001:19554036:19557382:clu_175_+	-7.782837046024	0.0232482071753469	4.13541294658202e-09	-0.023248203039934
chrN00001:19554036:19557406:clu_175_+	7.782837046024	0.976751792824653	0.999999995864587	0.023248203039934
chrN00001:19560699:19564932:clu_176_+	0.0764135921083278	0.401015726908071	0.438215503290377	0.0371997763823068
chrN00001:19560699:19564935:clu_176_+	-0.0764135921083278	0.598984273091929	0.561784496709623	-0.0371997763823068
chrN00001:19578417:19579145:clu_178_+	-0.221878255206425	0.0208755743790303	0.0229420587730567	0.00206648439402633
chrN00001:19578448:19579145:clu_178_+	-0.33533416725129	0.967511142805055	0.949241360855066	-0.0182697819499894
chrN00001:19578448:19579148:clu_178_+	0.557212422457715	0.0116132828159142	0.0278165803718772	0.016203297555963
chrN00001:19632701:19634351:clu_182_+	-0.217593808026434	0.205418877656724	0.145544014387282	-0.0598748632694418
chrN00001:19632701:19635366:clu_182_+	0.280451836744853	0.582269793874567	0.678854550738811	0.0965847568642436
chrN00001:19634589:19635366:clu_182_+	-0.0628580287184191	0.212311328468709	0.175601434873908	-0.0367098935948016
chrN00001:19635471:19635754:clu_183_+	1.63337092737404	0.00795476738612672	0.0850257782208257	0.077071010834699
chrN00001:19635471:19636399:clu_183_+	-0.816684917802356	0.964735940464352	0.889786588210652	-0.0749493522536999
chrN00001:19635907:19636399:clu_183_+	-0.816686009571685	0.027309292149521	0.0251876335685218	-0.0021216585809992
chrN00001:19638642:19642150:clu_185_+	-0.193560324514024	0.288940607167233	0.22740667829396	-0.0615339288732725
chrN00001:19638642:19642234:clu_185_+	-0.182816467052781	0.00897652447921993	0.00714116143645339	-0.00183536304276654
chrN00001:19638642:19643838:clu_185_+	0.570021422604445	0.236076994304043	0.398719650442976	0.162642656138933
chrN00001:19642296:19643838:clu_185_+	-0.19364463103764	0.466005874049504	0.36673250982661	-0.0992733642228942
chrN00001:20230224:20301319:clu_190_+	0.170108187487984	0.208729647520909	0.270441557202832	0.0617119096819234
chrN00001:20294268:20301319:clu_190_+	-0.170108187487984	0.791270352479091	0.729558442797168	-0.0617119096819234
chrN00001:20388206:20389789:clu_193_+	-0.0284798195240513	0.49016702693263	0.475944435381026	-0.0142225915516035
chrN00001:20389827:20390073:clu_193_+	0.0284798195240513	0.50983297306737	0.524055564618974	0.0142225915516034
chrN00001:20390138:20393457:clu_194_+	-0.673911795604699	0.02875943465112	0.00763436464935125	-0.0211250700017687
chrN00001:20390138:20393481:clu_194_+	0.673911795604699	0.97124056534888	0.992365635350649	0.0211250700017687
chrN00001:21364080:21367418:clu_209_+	-0.229407169996443	0.243880510626069	0.202685040515801	-0.0411954701102686
chrN00001:21364080:21374602:clu_209_+	-0.126400853877557	0.0383098119164237	0.0352930909199169	-0.00301672099650686
chrN00001:21364080:21378748:clu_209_+	-0.729165691845488	0.0312303987708905	0.0157463449714647	-0.0154840537994258
chrN00001:21367477:21367578:clu_209_+	-0.233166864070769	0.268689417123088	0.222465334646964	-0.0462240824761233
chrN00001:21367477:21378748:clu_209_+	1.14552079298796	0.00327558848079321	0.0107660790164221	0.00749049053562888
chrN00001:21367625:21374602:clu_209_+	0.220611326133134	0.147046808876271	0.191664091192459	0.0446172823161871
chrN00001:21367625:21378748:clu_209_+	-0.322882849154479	0.0756236523478269	0.0572408767508463	-0.0183827755969805
