intron	logef	Ficedula_hypoleuca	F1_hybrid	deltapsi
chrN00001:12873940:12885997:clu_103_+	0.322125742666259	0.621277871269605	0.757537716088869	0.136259844819264
chrN00001:12877471:12885997:clu_103_+	-0.322125742666259	0.378722128730395	0.242462283911131	-0.136259844819264
chrN00001:15797491:15808823:clu_124_+	-0.255542625107656	0.373992948061858	0.273106568174186	-0.100886379887673
chrN00001:15808848:15812631:clu_124_+	-0.183691498977355	0.0332987174856519	0.0261276762510604	-0.00717104123459146
chrN00001:15808960:15812631:clu_124_+	0.26485013648795	0.333592110231987	0.409909710951888	0.0763176007199012
chrN00001:15816458:15818266:clu_124_+	0.174383987597061	0.259116224220503	0.290856044622866	0.0317398204023632
chrN00001:16052017:16052137:clu_134_+	0.117944073502136	0.168453313034926	0.204119951913803	0.0356666388788773
chrN00001:16052017:16052164:clu_134_+	-0.117944073502136	0.831546686965074	0.795880048086197	-0.0356666388788774
chrN00001:16052277:16053846:clu_135_+	139.26801456493	0.990524404904165	1	0.00947559509583451
chrN00001:16053565:16053846:clu_135_+	-139.26801456493	0.00947559509583451	1.03295369103386e-123	-0.00947559509583451
chrN00001:16684268:16685912:clu_148_+	-0.202849663103624	0.715501536164974	0.626342224325693	-0.0891593118392811
chrN00001:16686251:16686874:clu_148_+	0.202849663103624	0.284498463835026	0.373657775674307	0.0891593118392809
chrN00001:16948369:16977642:clu_152_+	-0.0499060480619787	0.28821490869385	0.240270046871138	-0.0479448618227114
chrN00001:16948369:17001860:clu_152_+	0.764090048055852	0.132060086162858	0.248467036494247	0.116406950331389
chrN00001:16948369:17029070:clu_152_+	-0.70138175728561	0.02779023386137	0.012076555646888	-0.015713678214482
chrN00001:16977703:17001860:clu_152_+	-0.114817098951643	0.192549523566419	0.150430232986234	-0.042119290580185
chrN00001:17001957:17029070:clu_152_+	0.102014856243379	0.359385247715503	0.348756128001492	-0.0106291197140108
chrN00001:18354460:18358110:clu_155_+	0.847308099078793	0.863354183627948	0.971751202546032	0.108397018918084
chrN00001:18354530:18358110:clu_155_+	-0.847308099078793	0.136645816372052	0.028248797453968	-0.108397018918084
chrN00001:18358202:18359062:clu_156_+	-0.159598784467576	0.0600118450674823	0.0443396658661641	-0.0156721792013182
chrN00001:18358202:18359308:clu_156_+	0.159598784467576	0.939988154932518	0.955660334133836	0.0156721792013184
chrN00001:18481864:18486392:clu_158_+	-0.303875907102738	0.177288667716306	0.131046290845263	-0.0462423768710427
chrN00001:18481864:18486410:clu_158_+	0.0187307103035588	0.728651896752811	0.74365265059277	0.0150007538399597
chrN00001:18481864:18486413:clu_158_+	0.28514519679918	0.0940594355308836	0.125301058561967	0.0312416230310832
chrN00001:18486531:18491167:clu_159_+	-0.225326360448077	0.138335218986698	0.125802764868012	-0.0125324541186864
chrN00001:18486531:18491170:clu_159_+	0.265462061032089	0.0205912608643187	0.0305905346818858	0.00999927381756703
chrN00001:18486531:18493300:clu_159_+	-0.27093803241273	0.641770519016858	0.557607093260452	-0.0841634257564056
chrN00001:18491247:18493300:clu_159_+	0.230802331828718	0.199303001132125	0.28599960718965	0.0866966060575249
chrN00001:18502648:18503347:clu_161_+	-0.00461440015859308	0.0896534705485485	0.103443435926636	0.0137899653780878
chrN00001:18502691:18503347:clu_161_+	-0.173022765758945	0.888406818949215	0.866181474065215	-0.0222253448839997
chrN00001:18502691:18503352:clu_161_+	0.177637165917538	0.0219397105022363	0.0303750900081483	0.00843537950591199
chrN00001:3076765:3077948:clu_17_+	0.107602161381389	0.973565670028788	0.978574310051921	0.00500864002313239
chrN00001:3076765:3078025:clu_17_+	-0.107602161381389	0.0264343299712118	0.0214256899480795	-0.00500864002313238
chrN00001:3107693:3109244:clu_18_+	-0.439708324801732	0.991533867028478	0.979841456908933	-0.0116924101195447
chrN00001:3107693:3109338:clu_18_+	0.439708324801732	0.00846613297152224	0.0201585430910671	0.0116924101195449
chrN00001:19632701:19634351:clu_182_+	-0.400523425503356	0.158290091244766	0.104131370384986	-0.0541587208597803
chrN00001:19632701:19635366:clu_182_+	-0.00445255733860307	0.694005052194788	0.678425055560553	-0.0155799966342353
chrN00001:19634589:19635366:clu_182_+	0.404975982841959	0.147704856560446	0.217443574054461	0.0697387174940157
chrN00001:19635471:19635754:clu_183_+	-0.504717196314252	0.0322933648386158	0.0277465364322623	-0.0045468284063535
chrN00001:19635471:19636399:clu_183_+	-0.504719766102731	0.921487754178325	0.791742451319626	-0.129745302858699
chrN00001:19635907:19636399:clu_183_+	1.00943696241698	0.0462188809830594	0.180511012248112	0.134292131265053
