cluster	genes
chrN00013:clu_5424_-	ENSFALG00000002380
chrN00013:clu_5425_-	ENSFALG00000002380
chrN00013:clu_5426_-	ENSFALG00000002388
chrN00013:clu_5427_-	ENSFALG00000002388
chrN00013:clu_5429_-	ENSFALG00000002388
chrN00013:clu_5431_-	NA
chrN00013:clu_5433_-	ENSFALG00000002438
chrN00013:clu_5434_-	ENSFALG00000002445
chrN00013:clu_5435_-	ENSFALG00000002445
chrN00013:clu_5436_-	ENSFALG00000002445
chrN00013:clu_5437_-	NA
chrN00013:clu_5440_-	ENSFALG00000002465
chrN00013:clu_5442_-	ENSFALG00000002487
chrN00013:clu_5443_-	ENSFALG00000002491
chrN00013:clu_5444_-	ENSFALG00000002491
chrN00013:clu_5445_-	NA
chrN00013:clu_5446_-	ENSFALG00000002502
chrN00013:clu_5447_-	ENSFALG00000023351,ENSFALG00000002503
chrN00013:clu_5448_-	ENSFALG00000002503
chrN00013:clu_5449_-	ENSFALG00000002503
chrN00013:clu_5450_-	ENSFALG00000002503
chrN00013:clu_5451_-	ENSFALG00000002504
chrN00013:clu_5452_-	ENSFALG00000002505,ENSFALG00000002504
chrN00013:clu_5453_-	ENSFALG00000002505
chrN00013:clu_5454_-	ENSFALG00000002506
chrN00013:clu_5455_-	ENSFALG00000002508
chrN00013:clu_5456_-	ENSFALG00000002508
chrN00013:clu_5461_-	ENSFALG00000002531
chrN00013:clu_5464_-	ENSFALG00000002531
chrN00013:clu_5465_-	ENSFALG00000026233
chrN00013:clu_5466_-	ENSFALG00000026233
chrN00013:clu_5467_-	ENSFALG00000026233
chrN00013:clu_5470_-	ENSFALG00000002537
chrN00013:clu_5473_-	ENSFALG00000002537
chrN00013:clu_5477_-	ENSFALG00000002570
chrN00013:clu_5478_-	ENSFALG00000002570
chrN00013:clu_5479_-	ENSFALG00000026605
chrN00013:clu_5480_-	NA
chrN00013:clu_5481_-	ENSFALG00000002689
chrN00013:clu_5482_-	ENSFALG00000002696
chrN00013:clu_5488_-	NA
chrN00013:clu_5489_-	NA
chrN00013:clu_5490_-	NA
chrN00013:clu_5491_-	NA
chrN00013:clu_5493_-	NA
chrN00013:clu_5495_-	NA
chrN00013:clu_5496_-	NA
chrN00013:clu_5497_-	NA
chrN00013:clu_5499_-	NA
chrN00013:clu_5500_-	NA
chrN00013:clu_5501_-	NA
chrN00013:clu_5507_-	ENSFALG00000002787
chrN00013:clu_5508_-	NA
chrN00013:clu_5509_-	ENSFALG00000002845
chrN00013:clu_5512_-	ENSFALG00000028902
chrN00013:clu_5513_-	ENSFALG00000002885
chrN00013:clu_5516_-	ENSFALG00000002885
chrN00013:clu_5519_-	ENSFALG00000002905
chrN00013:clu_5520_-	NA
chrN00013:clu_5521_-	NA
chrN00013:clu_5523_-	ENSFALG00000002974
chrN00013:clu_5525_-	NA
chrN00013:clu_5527_-	ENSFALG00000027613
chrN00013:clu_5529_-	ENSFALG00000003041
chrN00013:clu_5530_-	ENSFALG00000003099
chrN00013:clu_5532_-	ENSFALG00000014946
chrN00013:clu_5533_-	NA
chrN00013:clu_5534_-	NA
chrN00013:clu_5535_-	NA
chrN00013:clu_5537_-	NA
chrN00013:clu_5539_-	ENSFALG00000022949
chrN00013:clu_5540_-	NA
chrN00013:clu_5541_-	ENSFALG00000003203
chrN00013:clu_5542_-	NA
chrN00013:clu_5545_-	ENSFALG00000003274
chrN00013:clu_5546_-	NA
chrN00013:clu_5547_-	NA
chrN00013:clu_5550_-	ENSFALG00000003378
chrN00013:clu_5555_-	ENSFALG00000003396
chrN00013:clu_5556_-	ENSFALG00000003424
chrN00013:clu_5557_-	ENSFALG00000003424
chrN00013:clu_5558_-	ENSFALG00000003436
chrN00013:clu_5559_-	ENSFALG00000003436
chrN00013:clu_5561_-	ENSFALG00000028214,ENSFALG00000003436
chrN00013:clu_5562_-	ENSFALG00000003436
chrN00013:clu_5565_-	ENSFALG00000003457
chrN00013:clu_5568_-	ENSFALG00000024090
chrN00013:clu_5569_-	ENSFALG00000024090
chrN00013:clu_5572_-	ENSFALG00000003543
chrN00013:clu_5573_-	ENSFALG00000003543
chrN00013:clu_5574_-	ENSFALG00000003543
chrN00013:clu_5575_-	ENSFALG00000003543
chrN00013:clu_5576_-	ENSFALG00000003543
chrN00013:clu_5577_-	ENSFALG00000003543
chrN00013:clu_5578_-	ENSFALG00000003543
chrN00013:clu_5579_-	ENSFALG00000003543
chrN00013:clu_5580_-	ENSFALG00000003543
chrN00013:clu_5581_-	NA
chrN00013:clu_5582_-	ENSFALG00000003561
chrN00013:clu_5583_-	ENSFALG00000003561
chrN00013:clu_5585_-	ENSFALG00000003561
chrN00013:clu_5587_-	ENSFALG00000003561
chrN00013:clu_5590_-	ENSFALG00000003589
chrN00013:clu_5591_-	ENSFALG00000003631
chrN00013:clu_5592_-	ENSFALG00000003631
chrN00013:clu_5595_-	ENSFALG00000003651
chrN00013:clu_5599_-	ENSFALG00000003719
chrN00013:clu_5608_-	ENSFALG00000003742
chrN00013:clu_5610_-	ENSFALG00000003787
chrN00013:clu_5612_-	ENSFALG00000003787
chrN00013:clu_5613_-	ENSFALG00000028815
chrN00013:clu_5615_-	ENSFALG00000003820
chrN00013:clu_5616_-	ENSFALG00000003820
chrN00013:clu_5617_-	NA
chrN00013:clu_5618_-	ENSFALG00000003863
chrN00014:clu_5619_-	NA
chrN00014:clu_5620_-	ENSFALG00000002275
chrN00014:clu_5621_-	ENSFALG00000002275
chrN00014:clu_5623_-	NA
chrN00014:clu_5624_-	NA
chrN00014:clu_5625_-	NA
chrN00014:clu_5626_-	ENSFALG00000002296
chrN00014:clu_5627_-	ENSFALG00000002296
chrN00014:clu_5628_-	NA
chrN00014:clu_5629_-	NA
chrN00014:clu_5630_-	ENSFALG00000002297
chrN00014:clu_5631_-	NA
chrN00014:clu_5632_-	ENSFALG00000002300
chrN00014:clu_5635_-	NA
chrN00014:clu_5639_-	ENSFALG00000023400
chrN00014:clu_5640_-	ENSFALG00000023816
chrN00014:clu_5641_-	NA
chrN00014:clu_5642_-	NA
chrN00014:clu_5643_-	NA
chrN00014:clu_5644_-	NA
chrN00014:clu_5645_-	NA
chrN00014:clu_5650_-	ENSFALG00000002356
chrN00014:clu_5653_-	ENSFALG00000002356
chrN00014:clu_5655_-	NA
chrN00014:clu_5656_-	NA
chrN00014:clu_5657_-	ENSFALG00000002431
chrN00014:clu_5658_-	ENSFALG00000002431
chrN00014:clu_5659_-	ENSFALG00000002439
chrN00014:clu_5660_-	ENSFALG00000002452
chrN00014:clu_5662_-	ENSFALG00000002454
chrN00014:clu_5664_-	ENSFALG00000002454
chrN00014:clu_5666_-	ENSFALG00000002470
chrN00014:clu_5667_-	ENSFALG00000026314
chrN00014:clu_5672_-	ENSFALG00000002523
chrN00014:clu_5680_-	NA
chrN00014:clu_5681_-	NA
chrN00014:clu_5682_-	NA
chrN00014:clu_5683_-	NA
chrN00014:clu_5687_-	ENSFALG00000025594
chrN00014:clu_5692_-	ENSFALG00000002571
chrN00014:clu_5697_-	ENSFALG00000002615
chrN00014:clu_5699_-	ENSFALG00000026174
chrN00014:clu_5700_-	ENSFALG00000026174
chrN00014:clu_5701_-	ENSFALG00000026174
chrN00014:clu_5702_-	ENSFALG00000026174
chrN00014:clu_5703_-	ENSFALG00000002723
chrN00014:clu_5705_-	ENSFALG00000002723
chrN00014:clu_5706_-	ENSFALG00000002723
chrN00014:clu_5708_-	NA
chrN00014:clu_5709_-	NA
chrN00014:clu_5710_-	ENSFALG00000002744
chrN00014:clu_5711_-	ENSFALG00000002744
chrN00014:clu_5713_-	ENSFALG00000002744
chrN00014:clu_5714_-	ENSFALG00000002744
chrN00014:clu_5715_-	NA
chrN00014:clu_5716_-	ENSFALG00000002758
chrN00014:clu_5717_-	NA
chrN00014:clu_5718_-	ENSFALG00000002758
chrN00014:clu_5719_-	ENSFALG00000002758
chrN00014:clu_5720_-	NA
chrN00014:clu_5721_-	NA
chrN00014:clu_5722_-	NA
chrN00014:clu_5723_-	ENSFALG00000002813
chrN00014:clu_5724_-	ENSFALG00000002813
chrN00014:clu_5725_-	ENSFALG00000002813
chrN00014:clu_5727_-	ENSFALG00000002813
chrN00014:clu_5728_-	ENSFALG00000002838
chrN00014:clu_5729_-	ENSFALG00000002857
chrN00014:clu_5733_-	ENSFALG00000002857
chrN00014:clu_5735_-	NA
chrN00014:clu_5736_-	NA
chrN00014:clu_5737_-	NA
chrN00014:clu_5738_-	NA
chrN00014:clu_5739_+	NA
chrN00014:clu_5740_+	NA
chrN00014:clu_5741_+	NA
chrN00014:clu_5742_+	NA
chrN00014:clu_5743_+	ENSFALG00000002314
chrN00014:clu_5744_+	ENSFALG00000002314
chrN00014:clu_5745_+	NA
chrN00014:clu_5746_+	ENSFALG00000002385
chrN00014:clu_5747_+	ENSFALG00000002405
chrN00014:clu_5748_+	ENSFALG00000002405
chrN00014:clu_5749_+	ENSFALG00000002405
chrN00014:clu_5750_+	ENSFALG00000002405
chrN00014:clu_5751_+	ENSFALG00000002405
chrN00014:clu_5752_+	ENSFALG00000002426
chrN00014:clu_5753_+	ENSFALG00000002426
chrN00014:clu_5754_+	ENSFALG00000002426
chrN00014:clu_5755_+	ENSFALG00000002426
chrN00014:clu_5756_+	NA
chrN00014:clu_5757_+	NA
chrN00014:clu_5758_+	NA
chrN00014:clu_5759_+	NA
chrN00014:clu_5761_+	ENSFALG00000002446
chrN00014:clu_5762_+	ENSFALG00000002446
chrN00014:clu_5763_+	ENSFALG00000002446
chrN00014:clu_5764_+	ENSFALG00000002446
chrN00014:clu_5769_+	NA
chrN00014:clu_5770_+	ENSFALG00000002533
chrN00014:clu_5772_+	ENSFALG00000002539
chrN00014:clu_5773_+	ENSFALG00000002540
chrN00014:clu_5774_+	NA
chrN00014:clu_5775_+	NA
chrN00014:clu_5776_+	NA
chrN00014:clu_5782_+	ENSFALG00000002579
chrN00014:clu_5783_+	ENSFALG00000002579
chrN00014:clu_5785_+	NA
chrN00014:clu_5786_+	NA
chrN00014:clu_5787_+	NA
chrN00014:clu_5788_+	NA
chrN00014:clu_5789_+	NA
chrN00014:clu_5795_+	NA
chrN00014:clu_5796_+	NA
chrN00014:clu_5799_+	ENSFALG00000024623
chrN00014:clu_5800_+	ENSFALG00000024623
chrN00014:clu_5801_+	NA
chrN00015:clu_5804_-	NA
chrN00015:clu_5805_-	NA
chrN00015:clu_5807_-	ENSFALG00000004858
chrN00015:clu_5809_-	ENSFALG00000004858
chrN00015:clu_5811_-	NA
chrN00015:clu_5814_-	ENSFALG00000004878
chrN00015:clu_5815_-	ENSFALG00000004878
chrN00015:clu_5818_-	ENSFALG00000004878
chrN00015:clu_5819_-	ENSFALG00000027309
chrN00015:clu_5827_-	ENSFALG00000004999
chrN00015:clu_5829_-	NA
chrN00015:clu_5832_-	ENSFALG00000025832
chrN00015:clu_5833_-	ENSFALG00000025832
chrN00015:clu_5835_-	NA
chrN00015:clu_5836_-	ENSFALG00000005050
chrN00015:clu_5837_-	NA
chrN00015:clu_5838_-	NA
chrN00015:clu_5839_-	ENSFALG00000005107
chrN00015:clu_5840_-	ENSFALG00000005107
chrN00015:clu_5841_-	ENSFALG00000005107
chrN00015:clu_5844_-	ENSFALG00000022929
chrN00015:clu_5845_-	NA
chrN00015:clu_5848_-	ENSFALG00000005189
chrN00015:clu_5849_-	ENSFALG00000005189
chrN00015:clu_5851_-	ENSFALG00000028199
chrN00015:clu_5853_-	ENSFALG00000005280
chrN00015:clu_5860_-	ENSFALG00000005300
chrN00015:clu_5861_-	ENSFALG00000005362
chrN00015:clu_5865_-	ENSFALG00000005362
chrN00015:clu_5875_-	ENSFALG00000005630
chrN00015:clu_5876_-	ENSFALG00000005630
chrN00015:clu_5877_-	NA
chrN00015:clu_5878_-	ENSFALG00000005610
chrN00015:clu_5887_-	NA
chrN00015:clu_5888_-	NA
chrN00015:clu_5889_-	NA
chrN00015:clu_5890_-	NA
chrN00015:clu_5893_-	ENSFALG00000025230
chrN00015:clu_5898_-	ENSFALG00000024425
chrN00015:clu_5900_-	ENSFALG00000005833
chrN00015:clu_5903_-	NA
chrN00015:clu_5904_-	NA
chrN00015:clu_5908_-	ENSFALG00000005851
chrN00015:clu_5912_-	ENSFALG00000005851
chrN00015:clu_5913_-	ENSFALG00000005851
chrN00015:clu_5914_-	ENSFALG00000005851
chrN00015:clu_5917_-	ENSFALG00000027956
chrN00015:clu_5921_-	NA
chrN00015:clu_5925_-	ENSFALG00000026324
chrN00015:clu_5928_-	ENSFALG00000024812
chrN00015:clu_5929_-	ENSFALG00000005979
chrN00015:clu_5930_-	ENSFALG00000005979
chrN00015:clu_5931_-	ENSFALG00000005979
chrN00015:clu_5933_-	ENSFALG00000005979
chrN00015:clu_5934_-	ENSFALG00000005979
chrN00015:clu_5935_-	ENSFALG00000005979
chrN00015:clu_5936_-	NA
chrN00015:clu_5937_-	ENSFALG00000005984
chrN00015:clu_5939_-	NA
chrN00015:clu_5940_-	NA
chrN00015:clu_5941_-	ENSFALG00000006010
chrN00015:clu_5944_-	ENSFALG00000006032
chrN00015:clu_5946_-	ENSFALG00000006075
chrN00015:clu_5955_-	ENSFALG00000006136
chrN00015:clu_5957_-	ENSFALG00000006156
chrN00015:clu_5959_-	ENSFALG00000028229
chrN00015:clu_5960_-	NA
chrN00015:clu_5962_-	ENSFALG00000026462
chrN00015:clu_5968_-	ENSFALG00000006251
chrN00015:clu_5969_-	ENSFALG00000024159
chrN00015:clu_5970_-	ENSFALG00000024159
chrN00015:clu_5971_-	ENSFALG00000024159
chrN00015:clu_5973_-	ENSFALG00000006280
chrN00015:clu_5975_-	ENSFALG00000006280
chrN00015:clu_5976_-	ENSFALG00000006280
chrN00015:clu_5982_-	NA
chrN00015:clu_5986_-	NA
chrN00015:clu_5990_-	NA
chrN00015:clu_5992_-	ENSFALG00000006377
chrN00015:clu_5993_-	NA
chrN00015:clu_5994_-	ENSFALG00000006446
chrN00015:clu_5997_-	ENSFALG00000006446
chrN00015:clu_5999_-	ENSFALG00000006446
chrN00015:clu_6000_-	NA
chrN00015:clu_6001_-	NA
chrN00015:clu_6003_+	NA
chrN00015:clu_6005_+	ENSFALG00000004912
chrN00015:clu_6006_+	ENSFALG00000027791,ENSFALG00000023234
chrN00015:clu_6007_+	ENSFALG00000027791
chrN00015:clu_6010_+	NA
chrN00015:clu_6012_+	ENSFALG00000023843
chrN00015:clu_6017_+	NA
chrN00015:clu_6018_+	ENSFALG00000005030
chrN00015:clu_6019_+	ENSFALG00000005064
chrN00015:clu_6020_+	ENSFALG00000020219
chrN00015:clu_6021_+	ENSFALG00000005084
chrN00015:clu_6027_+	NA
chrN00015:clu_6028_+	NA
chrN00015:clu_6029_+	ENSFALG00000005117
chrN00015:clu_6031_+	ENSFALG00000005117
chrN00015:clu_6032_+	ENSFALG00000005117
chrN00015:clu_6033_+	ENSFALG00000005117
chrN00015:clu_6034_+	NA
chrN00015:clu_6035_+	ENSFALG00000005264
chrN00015:clu_6036_+	ENSFALG00000005264
chrN00015:clu_6038_+	ENSFALG00000005340
chrN00015:clu_6039_+	ENSFALG00000005340
chrN00015:clu_6041_+	ENSFALG00000005384
chrN00015:clu_6043_+	ENSFALG00000005384
chrN00015:clu_6044_+	ENSFALG00000005384
chrN00015:clu_6046_+	ENSFALG00000005384
chrN00015:clu_6047_+	NA
chrN00015:clu_6050_+	ENSFALG00000005407
chrN00015:clu_6051_+	ENSFALG00000005407
chrN00015:clu_6052_+	NA
chrN00015:clu_6053_+	ENSFALG00000023184
chrN00015:clu_6054_+	ENSFALG00000005584
chrN00015:clu_6058_+	ENSFALG00000005584
chrN00015:clu_6059_+	NA
chrN00015:clu_6060_+	ENSFALG00000005642
chrN00015:clu_6066_+	NA
chrN00015:clu_6067_+	ENSFALG00000005671
chrN00015:clu_6068_+	ENSFALG00000005671
chrN00015:clu_6069_+	NA
chrN00015:clu_6071_+	ENSFALG00000005683
chrN00015:clu_6072_+	ENSFALG00000005683
chrN00015:clu_6073_+	NA
chrN00015:clu_6074_+	NA
chrN00015:clu_6079_+	ENSFALG00000005783
chrN00015:clu_6092_+	ENSFALG00000005900
chrN00015:clu_6096_+	NA
chrN00015:clu_6097_+	ENSFALG00000005995
chrN00015:clu_6098_+	ENSFALG00000024874
chrN00015:clu_6100_+	ENSFALG00000006020
chrN00015:clu_6102_+	NA
chrN00015:clu_6103_+	ENSFALG00000006159
chrN00015:clu_6104_+	NA
chrN00015:clu_6105_+	NA
chrN00015:clu_6106_+	NA
chrN00015:clu_6107_+	NA
chrN00015:clu_6108_+	NA
chrN00015:clu_6113_+	ENSFALG00000006201
chrN00015:clu_6114_+	ENSFALG00000006201
chrN00015:clu_6115_+	ENSFALG00000006201
chrN00015:clu_6116_+	ENSFALG00000006201
chrN00015:clu_6120_+	ENSFALG00000006201
chrN00015:clu_6123_+	ENSFALG00000006227
chrN00015:clu_6125_+	ENSFALG00000006227
chrN00015:clu_6126_+	ENSFALG00000006227
chrN00015:clu_6131_+	NA
chrN00015:clu_6132_+	NA
chrN00015:clu_6133_+	ENSFALG00000006277
chrN00015:clu_6134_+	ENSFALG00000006277
chrN00015:clu_6135_+	ENSFALG00000006277
chrN00015:clu_6136_+	ENSFALG00000006277
chrN00015:clu_6137_+	NA
chrN00015:clu_6141_+	ENSFALG00000006338
chrN00015:clu_6142_+	ENSFALG00000006338
chrN00015:clu_6144_+	NA
chrN00015:clu_6145_+	NA
chrN00015:clu_6146_+	ENSFALG00000025671
chrN00015:clu_6147_+	ENSFALG00000025671
chrN00015:clu_6148_+	ENSFALG00000023021
chrN00015:clu_6149_+	ENSFALG00000023021
chrN00015:clu_6153_+	ENSFALG00000006387
chrN00015:clu_6157_+	ENSFALG00000006387
chrN00015:clu_6161_+	ENSFALG00000006417
chrN00015:clu_6162_+	ENSFALG00000006417
chrN00015:clu_6164_+	ENSFALG00000006421
chrN00015:clu_6169_+	ENSFALG00000006440
chrN00016:clu_6172_+	NA
chrN00016:clu_6173_+	ENSFALG00000013202
chrN00016:clu_6177_+	ENSFALG00000013202
chrN00016:clu_6180_+	ENSFALG00000013202
chrN00016:clu_6182_+	ENSFALG00000013207
chrN00016:clu_6183_+	ENSFALG00000013207
chrN00016:clu_6187_+	NA
chrN00016:clu_6189_+	ENSFALG00000013274
chrN00016:clu_6190_+	ENSFALG00000013274
chrN00016:clu_6196_+	NA
chrN00016:clu_6199_+	ENSFALG00000013311
chrN00016:clu_6200_+	ENSFALG00000013337
chrN00016:clu_6201_+	ENSFALG00000013337
chrN00016:clu_6203_+	ENSFALG00000013337
chrN00016:clu_6204_+	ENSFALG00000016338
chrN00016:clu_6210_+	ENSFALG00000013409
chrN00016:clu_6215_+	ENSFALG00000013553
chrN00016:clu_6216_+	ENSFALG00000013553
chrN00016:clu_6217_+	ENSFALG00000013561
chrN00016:clu_6218_+	ENSFALG00000013561
chrN00016:clu_6219_+	ENSFALG00000013561
chrN00016:clu_6223_+	NA
chrN00016:clu_6224_+	NA
chrN00016:clu_6225_+	ENSFALG00000025829
chrN00016:clu_6229_+	NA
chrN00016:clu_6231_+	ENSFALG00000013716
chrN00016:clu_6232_+	ENSFALG00000013716,ENSFALG00000024975
chrN00016:clu_6236_+	ENSFALG00000013725
chrN00016:clu_6237_+	NA
chrN00016:clu_6240_+	ENSFALG00000013731
chrN00016:clu_6242_+	ENSFALG00000013731
chrN00016:clu_6251_+	NA
chrN00016:clu_6252_+	NA
chrN00016:clu_6253_+	ENSFALG00000013782
chrN00016:clu_6254_+	ENSFALG00000013782
chrN00016:clu_6255_+	ENSFALG00000013782
chrN00016:clu_6258_+	NA
chrN00016:clu_6259_+	ENSFALG00000013835
chrN00016:clu_6260_+	ENSFALG00000013835
chrN00016:clu_6261_+	ENSFALG00000013835
chrN00016:clu_6263_+	ENSFALG00000013858
chrN00016:clu_6264_+	ENSFALG00000013858
chrN00016:clu_6266_+	ENSFALG00000013858
chrN00016:clu_6267_+	NA
chrN00016:clu_6268_+	ENSFALG00000024506
chrN00016:clu_6271_+	ENSFALG00000026642
chrN00016:clu_6272_+	ENSFALG00000013874
chrN00016:clu_6273_+	ENSFALG00000013874
chrN00016:clu_6274_+	ENSFALG00000013874
chrN00016:clu_6275_+	ENSFALG00000013874
chrN00016:clu_6277_+	NA
chrN00016:clu_6278_+	NA
chrN00016:clu_6280_+	ENSFALG00000013923
chrN00016:clu_6282_+	NA
chrN00016:clu_6283_-	NA
chrN00016:clu_6285_-	ENSFALG00000024980
chrN00016:clu_6286_-	ENSFALG00000013230
chrN00016:clu_6287_-	ENSFALG00000013230
chrN00016:clu_6288_-	ENSFALG00000013230
chrN00016:clu_6289_-	ENSFALG00000013230
chrN00016:clu_6292_-	ENSFALG00000013233
chrN00016:clu_6294_-	ENSFALG00000013233
chrN00016:clu_6300_-	ENSFALG00000013233
chrN00016:clu_6301_-	ENSFALG00000013238
chrN00016:clu_6307_-	ENSFALG00000013300
chrN00016:clu_6308_-	ENSFALG00000013300
chrN00016:clu_6310_-	ENSFALG00000027287
chrN00016:clu_6311_-	ENSFALG00000013373
chrN00016:clu_6312_-	ENSFALG00000024474
chrN00016:clu_6314_-	ENSFALG00000013470
chrN00016:clu_6320_-	ENSFALG00000013516
chrN00016:clu_6326_-	ENSFALG00000013537
chrN00016:clu_6327_-	ENSFALG00000013537
chrN00016:clu_6328_-	NA
chrN00016:clu_6331_-	ENSFALG00000013582
chrN00016:clu_6332_-	ENSFALG00000013582
chrN00016:clu_6333_-	ENSFALG00000013582
chrN00016:clu_6334_-	ENSFALG00000013582
chrN00016:clu_6335_-	ENSFALG00000013582
chrN00016:clu_6336_-	ENSFALG00000013582
chrN00016:clu_6339_-	ENSFALG00000026887
chrN00016:clu_6340_-	NA
chrN00016:clu_6341_-	ENSFALG00000013637
chrN00016:clu_6342_-	ENSFALG00000013646
chrN00016:clu_6344_-	ENSFALG00000013646
chrN00016:clu_6348_-	ENSFALG00000013689
chrN00016:clu_6352_-	ENSFALG00000013689
chrN00016:clu_6353_-	ENSFALG00000013689
chrN00016:clu_6354_-	ENSFALG00000013689
chrN00016:clu_6355_-	NA
chrN00016:clu_6356_-	NA
chrN00016:clu_6357_-	ENSFALG00000026028
chrN00016:clu_6359_-	ENSFALG00000026028
chrN00016:clu_6360_-	ENSFALG00000026028
chrN00016:clu_6361_-	ENSFALG00000026028
chrN00016:clu_6363_-	ENSFALG00000013726
chrN00016:clu_6364_-	ENSFALG00000013728
chrN00016:clu_6365_-	ENSFALG00000013728
chrN00016:clu_6366_-	ENSFALG00000013728
chrN00016:clu_6367_-	ENSFALG00000013743
chrN00016:clu_6368_-	ENSFALG00000013743
chrN00016:clu_6369_-	ENSFALG00000013752
chrN00016:clu_6370_-	ENSFALG00000013752
chrN00016:clu_6372_-	NA
chrN00016:clu_6373_-	NA
chrN00016:clu_6374_-	NA
chrN00016:clu_6375_-	NA
chrN00016:clu_6376_-	NA
chrN00016:clu_6384_-	NA
chrN00016:clu_6385_-	NA
chrN00016:clu_6386_-	NA
chrN00016:clu_6389_-	NA
chrN00016:clu_6390_-	NA
chrN00016:clu_6391_-	ENSFALG00000023718
chrN00016:clu_6392_-	ENSFALG00000023718
chrN00016:clu_6394_-	ENSFALG00000023718
chrN00016:clu_6395_-	ENSFALG00000013870
chrN00016:clu_6396_-	ENSFALG00000013870
chrN00016:clu_6397_-	ENSFALG00000013894
chrN00016:clu_6398_-	ENSFALG00000013894
chrN00016:clu_6399_-	NA
chrN00016:clu_6400_-	ENSFALG00000023620
chrN00016:clu_6401_-	ENSFALG00000013909
chrN00016:clu_6404_-	NA
chrN00016:clu_6405_-	NA
chrN00016:clu_6409_-	ENSFALG00000013930
chrN00017:clu_6414_-	ENSFALG00000026263
chrN00017:clu_6415_-	ENSFALG00000004900
chrN00017:clu_6416_-	ENSFALG00000004907
chrN00017:clu_6417_-	ENSFALG00000004907
chrN00017:clu_6419_-	NA
chrN00017:clu_6420_-	ENSFALG00000004907
chrN00017:clu_6421_-	ENSFALG00000004907
chrN00017:clu_6423_-	ENSFALG00000004907
chrN00017:clu_6427_-	NA
chrN00017:clu_6428_-	ENSFALG00000004964
chrN00017:clu_6430_-	ENSFALG00000004964
chrN00017:clu_6431_-	ENSFALG00000005003
chrN00017:clu_6433_-	ENSFALG00000005003
chrN00017:clu_6440_-	NA
chrN00017:clu_6441_-	ENSFALG00000005172
chrN00017:clu_6443_-	ENSFALG00000005255
chrN00017:clu_6444_-	ENSFALG00000005255
chrN00017:clu_6445_-	ENSFALG00000005255
chrN00017:clu_6446_-	ENSFALG00000005255
chrN00017:clu_6447_-	ENSFALG00000005255
chrN00017:clu_6448_-	ENSFALG00000028272
chrN00017:clu_6449_-	ENSFALG00000028272
chrN00017:clu_6451_-	NA
chrN00017:clu_6452_-	NA
chrN00017:clu_6455_-	NA
chrN00017:clu_6457_-	ENSFALG00000005403
chrN00017:clu_6459_-	ENSFALG00000005429
chrN00017:clu_6460_-	ENSFALG00000005429
chrN00017:clu_6463_-	ENSFALG00000028923
chrN00017:clu_6464_-	NA
chrN00017:clu_6465_-	NA
chrN00017:clu_6466_-	NA
chrN00017:clu_6469_-	ENSFALG00000005539
chrN00017:clu_6470_-	NA
chrN00017:clu_6472_-	ENSFALG00000005554
chrN00017:clu_6474_-	ENSFALG00000005571
chrN00017:clu_6476_-	ENSFALG00000005571
chrN00017:clu_6481_-	ENSFALG00000026078
chrN00017:clu_6484_-	ENSFALG00000005594
chrN00017:clu_6485_-	ENSFALG00000005594
chrN00017:clu_6486_-	ENSFALG00000005615
chrN00017:clu_6489_-	NA
chrN00017:clu_6493_-	NA
chrN00017:clu_6494_-	NA
chrN00017:clu_6495_-	NA
chrN00017:clu_6496_-	ENSFALG00000005866
chrN00017:clu_6497_-	ENSFALG00000005866
chrN00017:clu_6498_-	ENSFALG00000005866
chrN00017:clu_6499_-	ENSFALG00000005866
chrN00017:clu_6500_-	ENSFALG00000005866
chrN00017:clu_6503_-	NA
chrN00017:clu_6510_-	ENSFALG00000006052
chrN00017:clu_6511_-	NA
chrN00017:clu_6514_-	NA
chrN00017:clu_6515_-	NA
chrN00017:clu_6516_-	ENSFALG00000026046
chrN00017:clu_6517_-	ENSFALG00000026046
chrN00017:clu_6518_-	ENSFALG00000026046
chrN00017:clu_6521_-	NA
chrN00017:clu_6522_-	ENSFALG00000006214
chrN00017:clu_6523_-	ENSFALG00000006218
chrN00017:clu_6524_-	ENSFALG00000006218
chrN00017:clu_6525_-	ENSFALG00000006218
chrN00017:clu_6526_-	ENSFALG00000006218
chrN00017:clu_6527_-	ENSFALG00000006226
chrN00017:clu_6528_-	ENSFALG00000006226
chrN00017:clu_6530_-	ENSFALG00000006236
chrN00017:clu_6532_-	ENSFALG00000006236
chrN00017:clu_6533_-	ENSFALG00000027551
chrN00017:clu_6534_-	NA
chrN00017:clu_6535_-	ENSFALG00000029035
chrN00017:clu_6538_-	ENSFALG00000029035
chrN00017:clu_6539_+	ENSFALG00000004885
chrN00017:clu_6543_+	ENSFALG00000004921
chrN00017:clu_6547_+	ENSFALG00000022973
chrN00017:clu_6548_+	ENSFALG00000022973
chrN00017:clu_6549_+	ENSFALG00000027447
chrN00017:clu_6550_+	ENSFALG00000027447
chrN00017:clu_6551_+	ENSFALG00000027447
chrN00017:clu_6552_+	ENSFALG00000027447
chrN00017:clu_6553_+	ENSFALG00000004974
chrN00017:clu_6554_+	ENSFALG00000004974
chrN00017:clu_6556_+	ENSFALG00000004978
chrN00017:clu_6560_+	ENSFALG00000004987
chrN00017:clu_6561_+	ENSFALG00000004987
chrN00017:clu_6563_+	ENSFALG00000004987
chrN00017:clu_6565_+	NA
chrN00017:clu_6566_+	NA
